Name,Country,City,Type,Main Profile,Problem,Type of help,Company,Reg.No,Web,Public Phone,E-mail,WhatsApp,Location,Working days,Working hours,Non-working days,Working hours,Languages,Short description,Description,Status
Latvijas Sarkanais Krusts - Vidzemes komitejas (Salacgrīva),Latvia,Salacgriva,NGO,Church,"Free food, Free stuff, Health center",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/vidzemes-komiteja/,37126513347,lsk.kurzeme@redcross.lv,,"Liepājas iela 35, Kuldīga, LV-3310","1-4,5",8:00-16:00;8:00-15:00,,,"LV, RU, EN",Salacgriva Red cross point,"- Rental of technical aids
- Humanitarian aid point
- Specialised medical transport: +371 22084636, lsk.kurzeme@redcross.lv 
- Social Care Centre ""Venta"" (Graudu iela 21, Kuldīga, LV-3301) Head of the Centre: Marina Raksa, lsk.venta@redcross.lv, +371 25719161
- Warm meals for low-income and needy persons: weekdays 09.00 - 11.00
- First aid: Laila Pūkaine, +371 26684870, laila.pukaine@redcross.lv
- Low-cost shop
- Hygiene centre (laundry, shower)
- EAFRD support kit distribution point",Works
Latvijas Sarkanais Krusts - Vidzemes komitejas (Limbaži),Latvia,Limbaži,NGO,Church,"Free food, Free stuff, Health center",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/vidzemes-komiteja/,37126513347,lsk.kurzeme@redcross.lv,,"Liepājas iela 35, Kuldīga, LV-3310","1-4,5",8:00-16:00;8:00-15:00,,,"LV, RU, EN",Limbaži Red cross point,"- Rental of technical aids
- Humanitarian aid point
- Specialised medical transport: +371 22084636, lsk.kurzeme@redcross.lv 
- Social Care Centre ""Venta"" (Graudu iela 21, Kuldīga, LV-3301) Head of the Centre: Marina Raksa, lsk.venta@redcross.lv, +371 25719161
- Warm meals for low-income and needy persons: weekdays 09.00 - 11.00
- First aid: Laila Pūkaine, +371 26684870, laila.pukaine@redcross.lv
- Low-cost shop
- Hygiene centre (laundry, shower)
- EAFRD support kit distribution point",Works
Latvijas Sarkanais Krusts - Vidzemes komitejas (Aluksne),Latvia,Aluksne,NGO,Church,"Free food, Free stuff, Health center",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/vidzemes-komiteja/,37126513347,lsk.kurzeme@redcross.lv,,"Liepājas iela 35, Kuldīga, LV-3310","1-4,5",8:00-16:00;8:00-15:00,,,"LV, RU, EN",Aluksne Red cross point,"- Rental of technical aids
- Humanitarian aid point
- Specialised medical transport: +371 22084636, lsk.kurzeme@redcross.lv 
- Social Care Centre ""Venta"" (Graudu iela 21, Kuldīga, LV-3301) Head of the Centre: Marina Raksa, lsk.venta@redcross.lv, +371 25719161
- Warm meals for low-income and needy persons: weekdays 09.00 - 11.00
- First aid: Laila Pūkaine, +371 26684870, laila.pukaine@redcross.lv
- Low-cost shop
- Hygiene centre (laundry, shower)
- EAFRD support kit distribution point",Works
Latvijas Sarkanais Krusts - Vidzemes komitejas (Smiltene),Latvia,Smiltene,NGO,Church,"Free food, Free stuff, Health center",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/vidzemes-komiteja/,37126513347,lsk.kurzeme@redcross.lv,,"Liepājas iela 35, Kuldīga, LV-3310","1-4,5",8:00-16:00;8:00-15:00,,,"LV, RU, EN",Smiltene Red cross point,"- Rental of technical aids
- Humanitarian aid point
- Specialised medical transport: +371 22084636, lsk.kurzeme@redcross.lv 
- Social Care Centre ""Venta"" (Graudu iela 21, Kuldīga, LV-3301) Head of the Centre: Marina Raksa, lsk.venta@redcross.lv, +371 25719161
- Warm meals for low-income and needy persons: weekdays 09.00 - 11.00
- First aid: Laila Pūkaine, +371 26684870, laila.pukaine@redcross.lv
- Low-cost shop
- Hygiene centre (laundry, shower)
- EAFRD support kit distribution point",Works
Latvijas Sarkanais Krusts - Vidzemes komitejas (Staicele),Latvia,Staicele,NGO,Church,"Free food, Free stuff",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/vidzemes-komiteja/,37126513347,lsk.kurzeme@redcross.lv,,"Liepājas iela 35, Kuldīga, LV-3310","1-4,5",8:00-16:00;8:00-15:00,,,"LV, RU, EN",Staicele Red cross point,"- Rental of technical aids
- Humanitarian aid point
- Specialised medical transport: +371 22084636, lsk.kurzeme@redcross.lv 
- Social Care Centre ""Venta"" (Graudu iela 21, Kuldīga, LV-3301) Head of the Centre: Marina Raksa, lsk.venta@redcross.lv, +371 25719161
- Warm meals for low-income and needy persons: weekdays 09.00 - 11.00
- First aid: Laila Pūkaine, +371 26684870, laila.pukaine@redcross.lv
- Low-cost shop
- Hygiene centre (laundry, shower)
- EAFRD support kit distribution point",Works
Latvijas Sarkanais Krusts - Vidzemes komitejas (Valka),Latvia,Valka,NGO,Church,"Free food, Free stuff, Health center",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/vidzemes-komiteja/,37126513347,lsk.kurzeme@redcross.lv,,"Liepājas iela 35, Kuldīga, LV-3310","1-4,5",8:00-16:00;8:00-15:00,,,"LV, RU, EN",Valka Red cross point,"- Rental of technical aids
- Humanitarian aid point
- Specialised medical transport: +371 22084636, lsk.kurzeme@redcross.lv 
- Social Care Centre ""Venta"" (Graudu iela 21, Kuldīga, LV-3301) Head of the Centre: Marina Raksa, lsk.venta@redcross.lv, +371 25719161
- Warm meals for low-income and needy persons: weekdays 09.00 - 11.00
- First aid: Laila Pūkaine, +371 26684870, laila.pukaine@redcross.lv
- Low-cost shop
- Hygiene centre (laundry, shower)
- EAFRD support kit distribution point",Works
Latvijas Sarkanais Krusts - Vidzemes komitejas (Valka),Latvia,Valka,NGO,Church,"Free food, Free stuff",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/vidzemes-komiteja/,37126513347,lsk.kurzeme@redcross.lv,,"Liepājas iela 35, Kuldīga, LV-3310","1-4,5",8:00-16:00;8:00-15:00,,,"LV, RU, EN",Valka Red cross point,"- Rental of technical aids
- Humanitarian aid point
- Specialised medical transport: +371 22084636, lsk.kurzeme@redcross.lv 
- Social Care Centre ""Venta"" (Graudu iela 21, Kuldīga, LV-3301) Head of the Centre: Marina Raksa, lsk.venta@redcross.lv, +371 25719161
- Warm meals for low-income and needy persons: weekdays 09.00 - 11.00
- First aid: Laila Pūkaine, +371 26684870, laila.pukaine@redcross.lv
- Low-cost shop
- Hygiene centre (laundry, shower)
- EAFRD support kit distribution point",Works
Latvijas Sarkanais Krusts - Vidzemes komitejas (Valmiera),Latvia,Valmiera,NGO,Church,"Free food, Free stuff, Health center",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/vidzemes-komiteja/,37126513347,lsk.kurzeme@redcross.lv,,"Liepājas iela 35, Kuldīga, LV-3310","1-4,5",8:00-16:00;8:00-15:00,,,"LV, RU, EN",Valmiera Red cross point,"- Rental of technical aids
- Humanitarian aid point
- Specialised medical transport: +371 22084636, lsk.kurzeme@redcross.lv 
- Social Care Centre ""Venta"" (Graudu iela 21, Kuldīga, LV-3301) Head of the Centre: Marina Raksa, lsk.venta@redcross.lv, +371 25719161
- Warm meals for low-income and needy persons: weekdays 09.00 - 11.00
- First aid: Laila Pūkaine, +371 26684870, laila.pukaine@redcross.lv
- Low-cost shop
- Hygiene centre (laundry, shower)
- EAFRD support kit distribution point",Works
Latvijas Sarkanais Krusts - Zemgales komiteja (Bauska),Latvia,Bauska,NGO,Church,"Free food, Free stuff",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/vidzemes-komiteja/,37126513347,lsk.kurzeme@redcross.lv,,"Liepājas iela 35, Kuldīga, LV-3310","1-4,5",8:00-16:00;8:00-15:00,,,"LV, RU, EN",Bauska Red cross point,"- Rental of technical aids
- Humanitarian aid point
- Specialised medical transport: +371 22084636, lsk.kurzeme@redcross.lv 
- Social Care Centre ""Venta"" (Graudu iela 21, Kuldīga, LV-3301) Head of the Centre: Marina Raksa, lsk.venta@redcross.lv, +371 25719161
- Warm meals for low-income and needy persons: weekdays 09.00 - 11.00
- First aid: Laila Pūkaine, +371 26684870, laila.pukaine@redcross.lv
- Low-cost shop
- Hygiene centre (laundry, shower)
- EAFRD support kit distribution point",Works
Latvijas Sarkanais Krusts - Zemgales komiteja (Dobele),Latvia,Dobele,NGO,Church,"Free food, Free stuff",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/zemgales-komiteja/,37126513347,lsk.kurzeme@redcross.lv,,"Liepājas iela 35, Kuldīga, LV-3310","1-4,5",8:00-16:00;8:00-15:00,,,"LV, RU, EN",Dobele Red cross point,"- Rental of technical aids
- Humanitarian aid point
- Specialised medical transport: +371 22084636, lsk.kurzeme@redcross.lv 
- Social Care Centre ""Venta"" (Graudu iela 21, Kuldīga, LV-3301) Head of the Centre: Marina Raksa, lsk.venta@redcross.lv, +371 25719161
- Warm meals for low-income and needy persons: weekdays 09.00 - 11.00
- First aid: Laila Pūkaine, +371 26684870, laila.pukaine@redcross.lv
- Low-cost shop
- Hygiene centre (laundry, shower)
- EAFRD support kit distribution point",Works
Latvijas Sarkanais Krusts - Zemgales komiteja (Jelgava),Latvia,Jelgava,NGO,Church,"Free food, Free stuff",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/zemgales-komiteja/,37126513347,lsk.kurzeme@redcross.lv,,"Liepājas iela 35, Kuldīga, LV-3310","1-4,5",8:00-16:00;8:00-15:00,,,"LV, RU, EN",Jelgava Red cross point,"- Rental of technical aids
- Humanitarian aid point
- Specialised medical transport: +371 22084636, lsk.kurzeme@redcross.lv 
- Social Care Centre ""Venta"" (Graudu iela 21, Kuldīga, LV-3301) Head of the Centre: Marina Raksa, lsk.venta@redcross.lv, +371 25719161
- Warm meals for low-income and needy persons: weekdays 09.00 - 11.00
- First aid: Laila Pūkaine, +371 26684870, laila.pukaine@redcross.lv
- Low-cost shop
- Hygiene centre (laundry, shower)
- EAFRD support kit distribution point",Works
Latvijas Sarkanais Krusts - Zemgales komiteja (Jekabpils),Latvia,Jekabpils,NGO,Church,"Free food, Free stuff",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/zemgales-komiteja/,37126513347,lsk.kurzeme@redcross.lv,,"Liepājas iela 35, Kuldīga, LV-3310","1-4,5",8:00-16:00;8:00-15:00,,,"LV, RU, EN",Jekabpils Red cross point,"- Rental of technical aids
- Humanitarian aid point
- Specialised medical transport: +371 22084636, lsk.kurzeme@redcross.lv 
- Social Care Centre ""Venta"" (Graudu iela 21, Kuldīga, LV-3301) Head of the Centre: Marina Raksa, lsk.venta@redcross.lv, +371 25719161
- Warm meals for low-income and needy persons: weekdays 09.00 - 11.00
- First aid: Laila Pūkaine, +371 26684870, laila.pukaine@redcross.lv
- Low-cost shop
- Hygiene centre (laundry, shower)
- EAFRD support kit distribution point",Works
Latvijas Sarkanais Krusts - Zemgales komiteja (Ogre),Latvia,Ogre,NGO,Church,"Free food, Free stuff",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/zemgales-komiteja/,37126513347,lsk.kurzeme@redcross.lv,,"Liepājas iela 35, Kuldīga, LV-3310","1-4,5",8:00-16:00;8:00-15:00,,,"LV, RU, EN",Ogre Red cross point,"- Rental of technical aids
- Humanitarian aid point
- Specialised medical transport: +371 22084636, lsk.kurzeme@redcross.lv 
- Social Care Centre ""Venta"" (Graudu iela 21, Kuldīga, LV-3301) Head of the Centre: Marina Raksa, lsk.venta@redcross.lv, +371 25719161
- Warm meals for low-income and needy persons: weekdays 09.00 - 11.00
- First aid: Laila Pūkaine, +371 26684870, laila.pukaine@redcross.lv
- Low-cost shop
- Hygiene centre (laundry, shower)
- EAFRD support kit distribution point",Works
Latvijas Sarkanais Krusts - Kurzemes komiteja (Grobiņa),Latvia,Grobina,NGO,Church,"Free food, Free stuff, Social centre",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/kurzemes-komiteja/,37126513347,lsk.kurzeme@redcross.lv,,"Liepājas iela 35, Kuldīga, LV-3310","1-4,5",8:00-16:00;8:00-15:00,,,"LV, RU, EN",Grobina Red cross point,"- Rental of technical aids
- Humanitarian aid point
- Specialised medical transport: +371 22084636, lsk.kurzeme@redcross.lv 
- Social Care Centre ""Venta"" (Graudu iela 21, Kuldīga, LV-3301) Head of the Centre: Marina Raksa, lsk.venta@redcross.lv, +371 25719161
- Warm meals for low-income and needy persons: weekdays 09.00 - 11.00
- First aid: Laila Pūkaine, +371 26684870, laila.pukaine@redcross.lv
- Low-cost shop
- Hygiene centre (laundry, shower)
- EAFRD support kit distribution point",Works
Latvijas Sarkanais Krusts - Kurzemes komiteja (Kandava),Latvia,Kandava,NGO,Church,"Free food, Free stuff, Social centre",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/kurzemes-komiteja/,37126513347,lsk.kurzeme@redcross.lv,,"Liepājas iela 35, Kuldīga, LV-3310","1-4,5",8:00-16:00;8:00-15:00,,,"LV, RU, EN",Kandava Red cross point,"- Rental of technical aids
- Humanitarian aid point
- Specialised medical transport: +371 22084636, lsk.kurzeme@redcross.lv 
- Social Care Centre ""Venta"" (Graudu iela 21, Kuldīga, LV-3301) Head of the Centre: Marina Raksa, lsk.venta@redcross.lv, +371 25719161
- Warm meals for low-income and needy persons: weekdays 09.00 - 11.00
- First aid: Laila Pūkaine, +371 26684870, laila.pukaine@redcross.lv
- Low-cost shop
- Hygiene centre (laundry, shower)
- EAFRD support kit distribution point",Works
Latvijas Sarkanais Krusts - Kurzemes komiteja (Kuldīga),Latvia,Kuldiga,NGO,Church,"Free food, Free stuff, Social centre",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/kurzemes-komiteja/,37126513347,lsk.kurzeme@redcross.lv,,"Liepājas iela 35, Kuldīga, LV-3310","1-4,5",8:00-16:00;8:00-15:00,,,"LV, RU, EN",Kuldiga Red cross point,"- Rental of technical aids
- Humanitarian aid point
- Specialised medical transport: +371 22084636, lsk.kurzeme@redcross.lv 
- Social Care Centre ""Venta"" (Graudu iela 21, Kuldīga, LV-3301) Head of the Centre: Marina Raksa, lsk.venta@redcross.lv, +371 25719161
- Warm meals for low-income and needy persons: weekdays 09.00 - 11.00
- First aid: Laila Pūkaine, +371 26684870, laila.pukaine@redcross.lv
- Low-cost shop
- Hygiene centre (laundry, shower)
- EAFRD support kit distribution point",Works
Latvijas Sarkanais Krusts - Kurzemes komiteja (Liepāja),Latvia,Liepaja,NGO,Church,"Free food, Free stuff",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/kurzemes-komiteja/,37126460515,lsk.kurzeme@redcross.lv,,"Graudu iela 43A, Liepāja, Латвия",2-4,11:00-15:00,,,"LV, RU, EN",Liepaja Red cross point,"- Rental of technical aids
- Specialised medical transport: +371 22084636, lsk.kurzeme@redcross.lv 
- First aid: Laila Pūkaine: +371 26684870, laila.pukaine@redcross.lv
- Low price shop
- EAFVP support kit distribution point",Works
Latvijas Sarkanais Krusts - Kurzemes komiteja (Saldus),Latvia,Saldus,NGO,Church,"Free food, Free stuff",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/kurzemes-komiteja/,37127710759,lsk.saldus@redcross.lv,,"Skrundas iela 12, Салдус, Saldus pilsēta, Латвия","1-5, 6",9:00-16:00;9:00-14:00,,,"LV, RU, EN",Saldus Red cross point,"- Rental of technical aids: Mārīte Pūne, +371 27710759
- Humanitarian aid point
- Specialised medical transport: +371 22084636, lsk.kurzeme@redcross.lv
- Blood Donor Movement
- First Aid, Laila Pūkaine, +371 26684870, laila.pukaine@redcross.lv
- Low Price Shop
- Warm meals for the low-income and needy in Remte: SAC ""Atpūtas"" (Remte, Remte municipality, Saldus region, LV-3871), +371 29588844, Thursdays 13.00 - 14.00
- Long-term social care and rehabilitation in an institution

- Social care centre ""Ruba"" (Ruba, ""Internātskola"", Ruba municipality, Saldus region, LV-3894). Head of the Centre Aira Pipara, +371 26166469, lsk.ruba@redcross.lv
- Social care centre ""Atpūtas"" (Remte, Remte municipality, Saldus region, LV-3871). Head of the Centre Raivita Tuka, +371 29588844, sac.atputas@redcross.lv",Works
