Name,Country,City,Type,Main Profile,Problem,Type of help,Company,Reg.No,Web,Public Phone,Additional phones,Short Phone,E-mail,WhatsApp,Location,Working days,Working hours,Non-working days,Working hours,Languages,Short description,Description,ID элемента
Latvijas Sarkanais Krusts - Rigas komiteja (Jurmala),Latvia,Jurmala,NGO,Church,"Free food, Free stuff, Social centre, Depression",Location,Biedrība Latvijas Sarkanais Krusts,40008002279,https://www.redcross.lv/komitejas/rigas-komiteja/,37167740124,,,sc.kauguri@redcross.lv,,"Kapteiņa Zolta iela 121, Jūrmala",,,,,"LV, RU, EN",Social Centre,"The following free services are available at the Kauguri Social Centre:

- free clothing for the poor and low-income residents at the humanitarian aid point;
- free blood pressure monitoring and general health advice in the health room;
- a soup kitchen in cooperation with Jūrmala Municipality;
- themed afternoons, lectures and events for both children and adults; special activities for children in summer;
- Distribution of European Commission food parcels to the needy;
- Workshops;
The centre's bathrooms are also adapted for people with reduced mobility.
In addition to the free services, the centre offers:
- rental of assistive devices (crutches, wheelchairs, walkers, functional beds, etc.);
- a low-cost shop (new and second-hand clothes, household goods, cosmetics, etc.).
In cooperation with Jūrmala City Council, the following free services are available for the poor and low-income, people with special needs, pensioners and pre-pensioners:
- showers;
- laundry
- hairdressing;
- psychological counselling;
- a sewing group.",4689537019
Gribu palidzet begliem,Latvia,,NGO,Church,Refugees,Location,Biedrība “Gribu palīdzēt bēgļiem”,50008250041,https://gribupalidzetbegliem.lv/,37129123348,,,gribupalidzetbegliem@gmail.com,,Latvia,,,,,"LV, RU, EN",Help for Refugees,"""Gribu palidzet begliem"" is a movement that provides immediate help to asylum seekers in need with the help of volunteers.",4705188850
Ukraine to Latvia,Latvia,,NGO,Church,Refugees,Hot-Line,Biedrība “Gribu palīdzēt bēgļiem”,50008250041,https://ukraine-latvia.com/,37127380380,,,gribupalidzetbegliem@gmail.com,,Latvia,7,24,,,"LV, RU, EN",Help for Refugees,"Information resource &amp; hotline created for refugees from Ukraine.
""Gribu palidzet begliem"" is a movement that provides immediate help to asylum seekers in need with the help of volunteers.",4705333236
Patvērums „Drošā māja”,Latvia,Riga,NGO,Church,Refugees,Location,Biedrība „Patvērums „Drošā māja””,40008117716,https://www.patverums-dm.lv,37125565098,+371 67898343,,konsultacijas@integration.lv,,"Lāčplēša iela 75-1B, Rīga, LV-1011 ",1-5,9:00-17:00,,,"LV, RU, EN",Help for Refugees,"Biedrība „Patvērums „Drošā māja”” provides assistance and support to victims of human trafficking, as well as legal immigrants, including asylum seekers, refugees and those granted alternative status. Admission at the office by appointment.",4705412603
Patvērums „Drošā māja” (Latgale),Latvia,Daugavpils,NGO,Church,Refugees,Location,Biedrība „Patvērums „Drošā māja””,40008117716,https://www.patverums-dm.lv,37125723222,,,ici.latgale@gmail.com,,"Parādes iela 1 - 231, Daugavpils, Латвия",1-5,13:00-17:00,,,"LV, RU, EN",Help for Refugees,"Biedrība „Patvērums „Drošā māja”” provides assistance and support to victims of human trafficking, as well as legal immigrants, including asylum seekers, refugees and those granted alternative status. Admission at the office by appointment.",4705562327
Patvērums „Drošā māja” (Vidzeme),Latvia,Valmiera,NGO,Church,Refugees,Location,Biedrība „Patvērums „Drošā māja””,40008117716,https://www.patverums-dm.lv,37125719266,,,ici.vidzeme@gmail.com,,"Meža iela 7-215, Земгальское предместье, Рига, Латвия",1-5,9:00-13:00,,,"LV, RU, EN",Help for Refugees,"Biedrība „Patvērums „Drošā māja”” provides assistance and support to victims of human trafficking, as well as legal immigrants, including asylum seekers, refugees and those granted alternative status. Admission at the office by appointment.",4705593170
Patvērums „Drošā māja” (Zemgale),Latvia,Jelgava,NGO,Church,Refugees,Location,Biedrība „Patvērums „Drošā māja””,40008117716,https://www.patverums-dm.lv,37125719588,,,ici.zemgale@gmail.com,,"Lielā iela 15-2, Jelgava, Латвия",1-5,13:00-17:00,,,"LV, RU, EN",Help for Refugees,"Biedrība „Patvērums „Drošā māja”” provides assistance and support to victims of human trafficking, as well as legal immigrants, including asylum seekers, refugees and those granted alternative status. Admission at the office by appointment.",4705607869
Patvērums „Drošā māja” (Kurzeme),Latvia,Liepaja,NGO,Church,Refugees,Location,Biedrība „Patvērums „Drošā māja””,40008117716,https://www.patverums-dm.lv,37125719118,,,ici.kurzeme@gmail.com,,"Klaipēdas iela 96A, Liepāja, Латвия",1-5,9:00-13:00,,,"LV, RU, EN",Help for Refugees,"Biedrība „Patvērums „Drošā māja”” provides assistance and support to victims of human trafficking, as well as legal immigrants, including asylum seekers, refugees and those granted alternative status. Admission at the office by appointment.",4705620948
Patvērums „Drošā māja”,Latvia,,NGO,Church,Refugees,Hot-Line,Biedrība „Patvērums „Drošā māja””,40008117716,https://www.patverums-dm.lv,37128612120,,,konsultacijas@integration.lv,,"Lāčplēša iela 75-1B, Rīga, LV-1011 ",7,24,,,"LV, RU, EN",Help for Refugees,"Hot Line. Biedrība „Patvērums „Drošā māja”” provides assistance and support to victims of human trafficking, as well as legal immigrants, including asylum seekers, refugees and those granted alternative status. Admission at the office by appointment.",4705508909
Integration.lv,Latvia,,NGO,Church,Refugees,On-Line,Biedrība „Patvērums „Drošā māja””,40008117716,https://www.integration.lv/,,,,,,"Lāčplēša iela 75-1B, Rīga, LV-1011 ",7,24,,,"LV, RU, EN",Information center for immigrants in Latvia,"Information center for immigrants in Latvia. Biedrība „Patvērums „Drošā māja”” provides assistance and support to victims of human trafficking, as well as legal immigrants, including asylum seekers, refugees and those granted alternative status. Admission at the office by appointment.",4705710615
Commonground.lv,Latvia,Riga,NGO,Church,"Refugees, Social centre",Location,Biedrība Common Ground,40008314533,https://commonground.lv/,37120276093,,,hello@commonground.lv,,"Andrejostas iela 27, Зиемельский район Риги, Rīga, LV-1045, Латвия",1-6,11:00-19:00,,,"LV, RU, EN",Help for refugees from Ukraine,"A social initiative centre in Riga, Latvia for persons forced to abandon their homes due to the war in Ukraine and those who want to support them.",4705732965
